Unnamed: 0,state_code,date,cases,deaths,lat,long,no_of_hospitals_x,miles_of_road,percent_democrat,population,avg_income,mean_travel_time,above_65,percent_white,persons_per_household,percent_in_poverty,avg_wind_speed,avg_temp,people_fully_vaccinated,CurrentHospitalizations,CurrentlyInICU,CurrentlyOnVentilator,no_of_hospitals_y
0,WA,2021-01-12,2292.0,76.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,17689.0,978.0,0.0,111.0,102
1,WA,2021-01-13,2327.0,40.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,22625.0,979.0,0.0,93.0,102
2,WA,2021-01-14,2437.0,40.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,0.0,983.0,0.0,93.0,102
3,WA,2021-01-15,2161.0,23.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,31581.0,966.0,0.0,105.0,102
4,WA,2021-01-17,2400.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,0.0,889.0,0.0,158.0,102
5,WA,2021-01-18,443.0,3.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,0.0,889.0,0.0,158.0,102
6,WA,2021-01-19,2780.0,46.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,45237.0,912.0,0.0,104.0,102
7,WA,2021-01-20,1968.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,49731.0,881.0,0.0,99.0,102
8,WA,2021-01-21,1933.0,110.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,55902.0,847.0,0.0,80.0,102
9,WA,2021-01-22,2126.0,47.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,62152.0,816.0,0.0,83.0,102
10,WA,2021-01-23,1561.0,4.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,67127.0,787.0,0.0,100.0,102
11,WA,2021-01-24,416.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,68486.0,809.0,0.0,103.0,102
12,WA,2021-01-25,1966.0,39.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,73738.0,805.0,0.0,82.0,102
13,WA,2021-01-26,1391.0,24.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,76144.0,799.0,0.0,100.0,102
14,WA,2021-01-27,1724.0,49.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,81786.0,757.0,0.0,99.0,102
15,WA,2021-01-28,2438.0,34.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,91733.0,743.0,0.0,102.0,102
16,WA,2021-01-29,1991.0,40.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,99955.0,745.0,0.0,102.0,102
17,WA,2021-01-30,1415.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,108221.0,767.0,0.0,88.0,102
18,WA,2021-01-31,321.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,117398.0,742.0,0.0,81.0,102
19,WA,2021-02-01,1934.0,35.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,126672.0,725.0,0.0,90.0,102
20,WA,2021-02-03,1535.0,64.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,137930.0,720.0,0.0,83.0,102
21,WA,2021-02-04,1438.0,26.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,147498.0,698.0,0.0,80.0,102
22,WA,2021-02-05,1394.0,34.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,157317.0,663.0,0.0,73.0,102
23,WA,2021-02-06,414.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,170990.0,644.0,0.0,73.0,102
24,WA,2021-02-07,199.0,4.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,183657.0,650.0,0.0,77.0,102
25,WA,2021-02-08,2678.0,9.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,193678.0,652.0,0.0,78.0,102
26,WA,2021-02-09,772.0,95.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,198379.0,635.0,0.0,62.0,102
27,WA,2021-02-10,849.0,40.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,215824.0,610.0,0.0,61.0,102
28,WA,2021-02-11,924.0,26.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,229588.0,561.0,0.0,79.0,102
29,WA,2021-02-12,1257.0,38.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,247481.0,549.0,0.0,48.0,102
30,WA,2021-02-13,606.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,263257.0,527.0,0.0,52.0,102
31,WA,2021-02-14,131.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,281718.0,527.0,0.0,62.0,102
32,WA,2021-02-15,141.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,0.0,522.0,0.0,57.0,102
33,WA,2021-02-16,1880.0,38.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,296840.0,540.0,0.0,55.0,102
34,WA,2021-02-17,1099.0,47.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,312815.0,547.0,0.0,60.0,102
35,WA,2021-02-18,1054.0,44.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,327192.0,532.0,0.0,64.0,102
36,WA,2021-02-19,846.0,18.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,364470.0,534.0,0.0,59.0,102
37,WA,2021-02-20,635.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,389841.0,528.0,0.0,54.0,102
38,WA,2021-02-21,126.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,411387.0,492.0,0.0,50.0,102
39,WA,2021-02-22,1364.0,38.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,436421.0,495.0,0.0,55.0,102
40,WA,2021-02-23,742.0,23.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,445098.0,467.0,0.0,58.0,102
41,WA,2021-02-24,862.0,41.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,457134.0,463.0,0.0,60.0,102
42,WA,2021-02-25,1084.0,27.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,486623.0,452.0,0.0,62.0,102
43,WA,2021-02-26,944.0,9.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,515850.0,434.0,0.0,59.0,102
44,WA,2021-02-27,633.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,549135.0,417.0,0.0,58.0,102
45,WA,2021-02-28,70.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,582467.0,417.0,0.0,58.0,102
46,WA,2021-03-01,1079.0,14.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,621171.0,463.0,0.0,61.0,102
47,WA,2021-03-02,793.0,18.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,642362.0,468.0,0.0,64.0,102
48,WA,2021-03-03,677.0,19.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,664542.0,463.0,0.0,61.0,102
49,WA,2021-03-04,837.0,23.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,686099.0,415.0,0.0,57.0,102
50,WA,2021-03-05,703.0,6.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,711273.0,399.0,0.0,30.0,102
51,WA,2021-03-06,568.0,3.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,736314.0,396.0,0.0,30.0,102
52,WA,2021-03-07,90.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,762728.0,381.0,0.0,43.0,102
53,WA,2021-03-08,1094.0,21.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,788319.0,378.0,0.0,44.0,102
54,WA,2021-03-09,711.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,804325.0,353.0,0.0,45.0,102
55,WA,2021-03-10,685.0,18.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,819624.0,392.0,0.0,48.0,102
56,WA,2021-03-11,780.0,8.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,854645.0,369.0,0.0,45.0,102
57,WA,2021-03-12,758.0,16.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,878520.0,369.0,0.0,45.0,102
58,WA,2021-03-13,697.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,901869.0,370.0,0.0,41.0,102
59,WA,2021-03-14,109.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,926711.0,370.0,0.0,41.0,102
60,WA,2021-03-15,1119.0,9.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,954856.0,364.0,0.0,44.0,102
61,WA,2021-03-16,637.0,14.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,975197.0,386.0,0.0,41.0,102
62,WA,2021-03-17,925.0,6.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,988886.0,385.0,0.0,39.0,102
63,WA,2021-03-18,800.0,13.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1013904.0,398.0,0.0,45.0,102
64,WA,2021-03-20,739.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1063781.0,418.0,0.0,52.0,102
65,WA,2021-03-21,44.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1093139.0,418.0,0.0,52.0,102
66,WA,2021-03-22,1307.0,8.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1114184.0,319.0,0.0,43.0,102
67,WA,2021-03-23,563.0,17.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1125114.0,424.0,0.0,53.0,102
68,WA,2021-03-24,913.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1139184.0,432.0,0.0,45.0,102
69,WA,2021-03-25,1097.0,36.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1165721.0,418.0,0.0,63.0,102
70,WA,2021-03-26,1103.0,2.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1199067.0,426.0,0.0,55.0,102
71,WA,2021-03-27,1185.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1235085.0,436.0,0.0,55.0,102
72,WA,2021-03-28,71.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1279534.0,419.0,0.0,48.0,102
73,WA,2021-03-29,1370.0,8.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1318086.0,417.0,0.0,57.0,102
74,WA,2021-03-30,787.0,6.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1337435.0,425.0,0.0,57.0,102
75,WA,2021-03-31,1091.0,7.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1365670.0,461.0,0.0,61.0,102
76,WA,2021-04-01,1142.0,7.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1403264.0,468.0,0.0,60.0,102
77,WA,2021-04-02,1270.0,9.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1443400.0,445.0,0.0,60.0,102
78,WA,2021-04-03,1043.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1484150.0,445.0,0.0,60.0,102
79,WA,2021-04-04,47.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1529457.0,445.0,0.0,60.0,102
80,WA,2021-04-05,2222.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1575763.0,478.0,0.0,60.0,102
81,WA,2021-04-06,596.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1586873.0,443.0,0.0,60.0,102
82,WA,2021-04-07,1175.0,7.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1613539.0,424.0,0.0,63.0,102
83,WA,2021-04-08,979.0,10.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1649313.0,424.0,0.0,63.0,102
84,WA,2021-04-09,1431.0,6.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1688076.0,463.0,0.0,50.0,102
85,WA,2021-04-10,1167.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1737090.0,490.0,0.0,53.0,102
86,WA,2021-04-11,73.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1785182.0,489.0,0.0,66.0,102
87,WA,2021-04-12,2502.0,7.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1831031.0,514.0,0.0,69.0,102
88,WA,2021-04-13,983.0,11.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1860506.0,520.0,0.0,69.0,102
89,WA,2021-04-14,1090.0,16.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1895244.0,572.0,0.0,60.0,102
90,WA,2021-04-15,1324.0,5.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1930996.0,530.0,0.0,66.0,102
91,WA,2021-04-16,1744.0,15.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,1967611.0,533.0,0.0,68.0,102
92,WA,2021-04-17,1617.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2007102.0,533.0,0.0,67.0,102
93,WA,2021-04-18,70.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2050248.0,550.0,0.0,59.0,102
94,WA,2021-04-19,1460.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2093198.0,542.0,0.0,58.0,102
95,WA,2021-04-20,1573.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2106216.0,679.0,0.0,72.0,102
96,WA,2021-04-21,1598.0,15.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2130349.0,571.0,0.0,59.0,102
97,WA,2021-04-22,1501.0,6.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2163875.0,595.0,0.0,54.0,102
98,WA,2021-04-23,1840.0,5.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2205939.0,606.0,0.0,58.0,102
99,WA,2021-04-24,1536.0,1.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2245053.0,620.0,0.0,46.0,102
100,WA,2021-04-25,116.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2290249.0,548.0,0.0,63.0,102
101,WA,2021-04-26,2321.0,20.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2329920.0,672.0,0.0,65.0,102
102,WA,2021-04-27,1059.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2346508.0,674.0,0.0,72.0,102
103,WA,2021-04-28,1663.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2371675.0,688.0,0.0,80.0,102
104,WA,2021-04-29,1540.0,13.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2409840.0,678.0,0.0,81.0,102
105,WA,2021-04-30,1383.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2454705.0,673.0,0.0,78.0,102
106,WA,2021-05-01,1574.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2493486.0,686.0,0.0,77.0,102
107,WA,2021-05-02,113.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2534143.0,707.0,0.0,77.0,102
108,WA,2021-05-03,2492.0,8.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2565503.0,678.0,0.0,70.0,102
109,WA,2021-05-04,1343.0,20.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2573072.0,668.0,0.0,81.0,102
110,WA,2021-05-05,1348.0,11.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2597762.0,650.0,0.0,83.0,102
111,WA,2021-05-06,1162.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2635610.0,657.0,0.0,75.0,102
112,WA,2021-05-07,1475.0,11.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2672653.0,670.0,0.0,74.0,102
113,WA,2021-05-08,1394.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2713953.0,642.0,0.0,69.0,102
114,WA,2021-05-09,69.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2760079.0,642.0,0.0,69.0,102
115,WA,2021-05-10,1735.0,21.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2819264.0,648.0,0.0,73.0,102
116,WA,2021-05-11,1202.0,7.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2851804.0,660.0,0.0,72.0,102
117,WA,2021-05-12,1098.0,21.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2882380.0,662.0,0.0,75.0,102
118,WA,2021-05-13,1302.0,11.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,2921812.0,680.0,0.0,78.0,102
119,WA,2021-05-15,778.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3003937.0,628.0,0.0,73.0,102
120,WA,2021-05-16,82.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3051554.0,642.0,0.0,75.0,102
121,WA,2021-05-17,801.0,19.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3089183.0,615.0,0.0,79.0,102
122,WA,2021-05-18,676.0,18.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3112485.0,655.0,0.0,92.0,102
123,WA,2021-05-19,891.0,20.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3143761.0,607.0,0.0,73.0,102
124,WA,2021-05-20,964.0,15.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3183971.0,631.0,0.0,70.0,102
125,WA,2021-05-21,1601.0,12.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3223026.0,613.0,0.0,56.0,102
126,WA,2021-05-22,0.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3273072.0,616.0,0.0,57.0,102
127,WA,2021-05-23,12.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3317253.0,600.0,0.0,69.0,102
128,WA,2021-05-24,1920.0,7.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3357538.0,577.0,0.0,54.0,102
129,WA,2021-05-25,1044.0,13.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3370529.0,577.0,0.0,60.0,102
130,WA,2021-05-26,1664.0,18.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3394775.0,579.0,0.0,69.0,102
131,WA,2021-05-27,1526.0,13.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3425147.0,594.0,0.0,79.0,102
132,WA,2021-05-28,1061.0,11.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3427536.0,559.0,0.0,66.0,102
133,WA,2021-05-29,751.0,0.0,47.411715,-120.592492,102,81022.0,60.33091207867589,15410562,56385.0,27.6,15.4,68.0,2.55,10.3,15.03,40.76,3498117.0,571.0,0.0,66.0,102
